Path,Title,PageViews,Freshness (report),LastReviewed (report),LastReviewed (file)
powerbi-docs/paginated-reports/expressions/expression-uses-reports-report-builder.md,Expression uses in Power BI paginated reports - Power BI,80.0,> 365 days,2023-09-21,2023-09-21
powerbi-docs/paginated-reports/report-design/tablix-data-region-report-builder.md,Tablix data region in a Power BI paginated report - Power BI,79.0,> 365 days,2023-09-26,2023-09-26
powerbi-docs/developer/visuals/utils-formatting.md,Introduction to use formatting utils in Power BI visual - Power BI,78.0,> 365 days,2024-10-10,2024-10-10
powerbi-docs/paginated-reports/report-design/visualizations/empty-null-data-points-charts-report-builder.md,Empty and null data points in Power BI paginated report charts - Power BI,78.0,> 365 days,2023-03-17,2023-03-17
powerbi-docs/paginated-reports/report-design/textbox/set-text-box-orientation-report-builder-and-service.md,Set text box orientation in a Power BI paginated report - Power BI,77.0,> 365 days,2023-01-26,2023-01-26
powerbi-docs/developer/visuals/visual-display-warning-icon.md,Power BI visuals display warning icon - Power BI,77.0,> 365 days,2024-03-16,2024-03-16
powerbi-docs/paginated-reports/report-builder/add-change-delete-map-map-layer-report-builder.md,"Add, change, or delete a map or map layer in a Power BI paginated report - Power BI",76.0,> 365 days,2023-11-30,2023-11-30
powerbi-docs/paginated-reports/paginated-reports-diagnostics.md,View diagnostics  for Power BI paginated reports - Power BI,76.0,> 365 days,2023-06-19,2023-06-19
powerbi-docs/paginated-reports/report-design/textbox/text-boxes-report-builder-and-service.md,Text boxes in Power BI paginated reports - Power BI,74.0,> 365 days,2023-01-26,2023-01-26
powerbi-docs/paginated-reports/report-design/visualizations/format-axis-labels-chart-report-builder.md,Format axis labels on a Power BI paginated report chart - Power BI,74.0,> 365 days,2023-03-17,2023-03-17
powerbi-docs/paginated-reports/report-design/sparklines-data-bars-report-builder.md,Sparklines and data bars in a Power BI paginated report - Power BI,74.0,> 365 days,2023-10-03,2023-10-03
powerbi-docs/paginated-reports/report-design/keep-headers-visible-when-scrolling-through-report-report-builder-service.md,Keep headers visible when scrolling through a paginated report - Power BI,72.0,> 365 days,2023-03-22,2023-03-22
powerbi-docs/paginated-reports/expressions/data-types-expressions-report-builder.md,Data types in expressions in a paginated report - Power BI,72.0,> 365 days,2023-06-16,2023-06-16
powerbi-docs/paginated-reports/report-design/tablix-data-region-cells-rows-columns-report-builder.md,"Cells, rows, & columns in a tablix in a Power BI paginated report - Power BI",72.0,> 365 days,2023-09-26,2023-09-26
powerbi-docs/paginated-reports/parameters/customize-parameters-pane-report-builder.md,Customize the Parameters pane in a paginated report - Power BI,71.0,> 365 days,2023-01-25,2023-01-25
powerbi-docs/paginated-reports/report-design/visualizations/bar-charts-report-builder.md,Bar charts in a Power BI paginated report - Power BI,71.0,> 365 days,2023-04-12,2023-04-12
powerbi-docs/paginated-reports/report-design/render-behaviors-report-builder-service.md,Rendering behaviors in a Power BI paginated report - Power BI,71.0,> 365 days,2023-04-17,2023-04-17
powerbi-docs/paginated-reports/report-data/text-based-query-designer-user-interface-report-builder.md,Text-based query designer user interface (Power BI Report Builder) - Power BI,69.0,> 365 days,2023-09-11,2023-09-11
powerbi-docs/paginated-reports/report-design/add-dataset-filters-data-region-filters-and-group-filters.md,"Add filters to datasets, data regions, and groups in a Power BI paginated report - Power BI",69.0,> 365 days,2023-01-18,2023-01-18
powerbi-docs/developer/visuals/highlight.md,Highlight data points in Power BI - Power BI,68.0,> 365 days,2024-06-17,2024-06-17
powerbi-docs/paginated-reports/report-design/add-drillthrough-action-report-report-builder.md,Add a drillthrough action on a Power BI paginated report - Power BI,68.0,> 365 days,2023-04-10,2023-04-10
powerbi-docs/paginated-reports/report-design/visualizations/specify-logarithmic-scale-report-builder.md,Specify logarithmic scale in Power BI paginated reports - Power BI,68.0,> 365 days,2023-03-28,2023-03-28
powerbi-docs/paginated-reports/report-design/create-stepped-report-report-builder.md,Create a stepped Power BI paginated report - Power BI,67.0,> 365 days,2023-06-28,2023-06-28
powerbi-docs/paginated-reports/report-design/visualizations/chart-effects-3d-bevel-other-report-builder.md,"3D, bevel, and other effects in Power BI paginated report charts - Power BI",66.0,> 365 days,2023-04-24,2023-04-24
powerbi-docs/developer/visuals/analytics-pane.md,The Analytics pane in Power BI visuals - Power BI,64.0,> 365 days,2024-01-13,2024-01-13
powerbi-docs/paginated-reports/report-design/visualizations/add-scale-breaks-to-chart-report-builder.md,Add scale breaks to a Power BI paginated report chart - Power BI,64.0,> 365 days,2023-04-12,2023-04-12
powerbi-docs/developer/embedded/migration-to-sp-profiles.md,Move multi-customer apps to service principal profile model - Power BI,64.0,> 365 days,2024-06-04,2024-06-04
powerbi-docs/paginated-reports/report-data/report-embedded-datasets-report-builder.md,Report embedded datasets (Power BI Report Builder) - Power BI,64.0,> 365 days,2023-09-11,2023-09-11
powerbi-docs/paginated-reports/report-design/visualizations/set-minimum-maximum-gauge-report-builder.md,Set a minimum or maximum on a gauge in Power BI paginated report - Power BI,64.0,> 365 days,2023-04-24,2023-04-24
powerbi-docs/paginated-reports/expressions/filter-equation-examples-report-builder.md,Filter equation examples in a paginated report - Power BI,63.0,> 365 days,2023-06-16,2023-06-16
powerbi-docs/paginated-reports/report-builder/export-xml-report-builder.md,Export Power BI paginated report to XML (Power BI Report Builder) - Power BI,63.0,> 365 days,2024-10-16,2024-10-16
powerbi-docs/paginated-reports/report-design/add-interactive-sort-table-matrix-report-builder.md,Add interactive sort to a table or matrix in Power BI paginated reports - Power BI,62.0,> 365 days,2023-10-03,2023-10-03
powerbi-docs/transform-model/datamarts/datamarts-access-control.md,Control access to datamarts (preview) - Power BI,61.0,> 365 days,2024-09-30,2024-09-30
powerbi-docs/developer/embedded/embed-object-level-security.md,Embed a report that uses object-level security - Power BI,61.0,> 365 days,2024-06-03,2024-06-03
powerbi-docs/developer/visuals/utils-dataview.md,Introduction to use Data view utils in Power BI visual - Power BI,61.0,> 365 days,2024-01-13,2024-01-13
powerbi-docs/developer/visuals/high-contrast-support.md,High-contrast mode support in Power BI visuals - Power BI,59.0,> 365 days,2024-06-17,2024-06-17
powerbi-docs/paginated-reports/report-builder-data.md,Understand paginated report data in Power BI Report Builder - Power BI,59.0,> 365 days,2023-01-25,2023-01-25
powerbi-docs/paginated-reports/report-design/merge-cells-data-region-report-builder.md,Merge cells in a data region in a Power BI paginated report - Power BI,58.0,> 365 days,2023-10-03,2023-10-03
powerbi-docs/paginated-reports/report-design/define-colors-chart-using-palette-report-builder.md,Define colors on a Power BI paginated report chart using a palette - Power BI,58.0,> 365 days,2023-06-28,2023-06-28
powerbi-docs/paginated-reports/report-design/visualizations/change-indicator-icons-indicator-sets-report-builder.md,Change indicator icons and indicator sets in Power BI paginated reports - Power BI,57.0,> 365 days,2023-04-24,2023-04-24
powerbi-docs/developer/visuals/detect-filter-api.md,The Filter applied API in Power BI custom visuals - Power BI,57.0,> 365 days,2024-06-06,2024-06-06
powerbi-docs/paginated-reports/report-data/dataset-fields-collection-report-builder.md,Dataset fields collection (Power BI Report Builder) - Power BI,56.0,> 365 days,2023-09-11,2023-09-11
powerbi-docs/paginated-reports/expressions/custom-code-and-assembly-references-in-expressions.md,Custom code in expressions in a paginated report in Power BI Report Builder - Power BI,54.0,> 365 days,2023-09-21,2023-09-21
powerbi-docs/paginated-reports/report-builder/paginated-create-accessible-reports.md,Accessibility features in Power BI paginated reports - Power BI,53.0,> 365 days,2023-05-22,2023-05-22
powerbi-docs/paginated-reports/report-design/visualizations/format-axis-labels-dates-currencies-report-builder.md,Format axis labels as dates or currencies in a Power BI paginated report - Power BI,53.0,> 365 days,2023-04-12,2023-04-12
powerbi-docs/developer/visuals/no-dataroles-support.md,Create custom Power BI visuals without data binding - Power BI,52.0,> 365 days,2024-01-31,2024-01-31
powerbi-docs/paginated-reports/expressions/group-expression-examples-report-builder.md,Group expression examples in paginated reports - Power BI,52.0,> 365 days,2023-06-16,2023-06-16
powerbi-docs/paginated-reports/report-design/visualizations/add-chart-report-report-builder.md,Add a chart to a Power BI paginated report - Power BI,51.0,> 365 days,2023-03-17,2023-03-17
powerbi-docs/developer/visuals/funnel-plot-from-r.md,Build a funnel plot from R script to R visual - Power BI,51.0,> 365 days,2024-06-17,2024-06-17
powerbi-docs/paginated-reports/report-design/render-data-report-builder-service.md,Render data in a Power BI paginated report - Power BI,50.0,> 365 days,2023-04-17,2023-04-17
powerbi-docs/developer/visuals/mobile-development.md,Mobile development in Power BI - Power BI,49.0,> 365 days,2024-01-19,2024-01-19
powerbi-docs/paginated-reports/report-design/linking-multiple-data-regions-to-same-dataset-report-builder.md,Link multiple data regions to the same dataset in a Power BI paginated report - Power BI,48.0,> 365 days,2023-09-11,2023-09-11
powerbi-docs/paginated-reports/report-design/visualizations/stock-charts-report-builder.md,Stock charts in Power BI paginated reports - Power BI,48.0,> 365 days,2023-03-28,2023-03-28
powerbi-docs/paginated-reports/report-design/visualizations/set-configure-measurement-units-report-builder.md,Set and configure measurement units in Power BI paginated report - Power BI,47.0,> 365 days,2023-03-30,2023-03-30
powerbi-docs/paginated-reports/report-design/visualizations/formatting-series-colors-on-chart-report-builder.md,Format series colors on a Power BI paginated report chart - Power BI,47.0,> 365 days,2023-04-12,2023-04-12
powerbi-docs/paginated-reports/report-design/visualizations/chart-legend-hide-items-report-builder.md,Hide chart legend items in the Power BI paginated report chart - Power BI,46.0,> 365 days,2023-04-24,2023-04-24
powerbi-docs/paginated-reports/report-design/set-locale-for-report-text-box-reporting-services.md,Set the locale for a Power BI paginated report or text box - Power BI,46.0,> 365 days,2024-03-13,2024-03-13
powerbi-docs/paginated-reports/expressions/operators-in-expressions-report-builder.md,Operators in expressions in a paginated report - Power BI,46.0,> 365 days,2023-06-16,2023-06-16
powerbi-docs/paginated-reports/report-design/create-recursive-hierarchy-group-report-builder.md,Create a recursive hierarchy group in a Power BI paginated report - Power BI,45.0,> 365 days,2023-09-11,2023-09-11
powerbi-docs/paginated-reports/report-design/textbox/format-text-in-a-text-box-report-builder-and-service.md,Format text in a text box in paginated reports (Power BI Report Builder) - Power BI,45.0,> 365 days,2023-01-26,2023-01-26
powerbi-docs/paginated-reports/troubleshoot-paginated-reports-design-issues.md,Troubleshoot report design issues with paginated reports - Power BI,44.0,> 365 days,2023-09-25,2023-09-25
powerbi-docs/paginated-reports/report-design/add-border-report-report-builder.md,Add a border to a Power BI paginated report - Power BI,44.0,> 365 days,2023-06-27,2023-06-27
powerbi-docs/paginated-reports/report-design/control-tablix-data-region-display-report-page.md,Control the tablix data region display on a Power BI paginated report page - Power BI,44.0,> 365 days,2023-10-03,2023-10-03
powerbi-docs/paginated-reports/report-design/add-bookmark-report-report-builder.md,Add a bookmark to a Power BI paginated report - Power BI,43.0,> 365 days,2023-06-27,2023-06-27
powerbi-docs/paginated-reports/report-design/textbox/allow-a-text-box-to-grow-or-shrink-report-builder-and-service.md,Allow a text box to grow or shrink in a Power BI paginated report - Power BI,43.0,> 365 days,2023-01-26,2023-01-26
powerbi-docs/developer/visuals/drilldown-api.md,The Drilldown API in Power BI visuals - Power BI,43.0,> 365 days,2024-01-19,2024-01-19
powerbi-docs/paginated-reports/report-design/insert-delete-column-report-builder.md,Insert or delete a column in a Power BI paginated report - Power BI,43.0,> 365 days,2023-09-11,2023-09-11
powerbi-docs/paginated-reports/expressions/add-code-to-a-report.md,Add code to a paginated report - Power BI,43.0,> 365 days,2023-09-21,2023-09-21
powerbi-docs/paginated-reports/report-design/format-lines-colors-images-report-builder-service.md,"Format lines, colors, and images in a Power BI paginated report - Power BI",42.0,> 365 days,2023-04-17,2023-04-17
powerbi-docs/create-reports/service-prepare-data-for-q-and-a.md,Make Excel data work well with Q&A in Power BI - Power BI,42.0,> 365 days,2023-03-01,2023-03-01
powerbi-docs/paginated-reports/parameters/change-order-report-parameter-report-builder.md,Change the order of parameters in a Power BI paginated report - Power BI,42.0,> 365 days,2023-01-25,2023-01-25
powerbi-docs/paginated-reports/report-design/visualizations/range-charts-report-builder.md,Range charts in Power BI paginated report - Power BI,42.0,> 365 days,2023-03-30,2023-03-30
powerbi-docs/paginated-reports/report-design/visualizations/indicators-report-builder.md,Indicators in a Power BI paginated report - Power BI,42.0,> 365 days,2023-04-12,2023-04-12
powerbi-docs/paginated-reports/report-design/visualizations/polar-charts-report-builder.md,Polar charts in Power BI paginated report - Power BI,42.0,> 365 days,2023-03-28,2023-03-28
powerbi-docs/paginated-reports/parameters/built-in-collections-parameters-collection-references-report-builder.md,Parameters collection references in a Power BI paginated report - Power BI,41.0,> 365 days,2023-01-25,2023-01-25
powerbi-docs/paginated-reports/report-design/add-data-bound-image-report-builder-service.md,Add a data-bound image to a Power BI paginated report - Power BI,41.0,> 365 days,2023-04-17,2023-04-17
powerbi-docs/paginated-reports/report-design/add-sparklines-data-bars-report-builder.md,Add sparklines and data bars in a Power BI paginated report - Power BI,40.0,> 365 days,2023-10-03,2023-10-03
powerbi-docs/paginated-reports/report-design/images-text-boxes-rectangles-lines-report-builder-service.md,"Images, text boxes, rectangles, and lines in a Power BI paginated report - Power BI",40.0,> 365 days,2023-04-17,2023-04-17
powerbi-docs/developer/visuals/supportskeyboardfocus-feature.md,Keyboard navigation feature in Power BI - Power BI,39.0,> 365 days,2024-01-20,2024-01-20
powerbi-docs/paginated-reports/report-builder/data-regions-maps-report-builder.md,Data regions and maps in a Power BI paginated report - Power BI,38.0,> 365 days,2023-02-13,2023-02-13
powerbi-docs/paginated-reports/report-design/visualizations/multiple-series-on-chart-report-builder.md,Multiple series on a Power BI paginated report chart - Power BI,38.0,> 365 days,2023-03-29,2023-03-29
powerbi-docs/paginated-reports/report-design/visualizations/specify-consistent-colors-across-multiple-shape-charts-report-builder.md,Specify consistent colors in multiple shape charts in Power BI paginated report - Power BI,37.0,> 365 days,2023-04-24,2023-04-24
powerbi-docs/paginated-reports/report-design/visualizations/formatting-chart-report-builder.md,Format a chart in a Power BI paginated report - Power BI,37.0,> 365 days,2023-04-12,2023-04-12
powerbi-docs/paginated-reports/report-data/report-data-pane.md,Report Data pane (Power BI Report Builder) - Power BI,37.0,> 365 days,2023-09-11,2023-09-11
powerbi-docs/developer/visuals/dynamic-drill-down.md,The dynamic drill-down API in Power BI visuals - Power BI,36.0,> 365 days,2024-06-06,2024-06-06
powerbi-docs/paginated-reports/expressions/add-expression-report-builder.md,Add an expression to a paginated report - Power BI,35.0,> 365 days,2023-06-21,2023-06-21
powerbi-docs/developer/visuals/utils-interactivity-selections.md,Power BI visuals interactivity utils - Power BI,35.0,> 365 days,2024-01-10,2024-01-10
powerbi-docs/paginated-reports/expressions/expression-scope-for-totals-aggregates-and-built-in-collections.md,"Expression scope for totals, aggregates, and built-in collections in a paginated report - Power BI",35.0,> 365 days,2023-06-16,2023-06-16
powerbi-docs/paginated-reports/report-builder/paginated-accessibility-overview.md,Accessibility in Power BI paginated reports - Power BI,35.0,> 365 days,2023-05-12,2023-05-12
powerbi-docs/paginated-reports/parameters/add-change-or-delete-available-values-for-a-report-parameter.md,Add or modify available values for a Power BI paginated report parameter - Power BI,34.0,> 365 days,2023-01-23,2023-01-23
powerbi-docs/paginated-reports/report-design/visualizations/collect-small-slices-pie-chart-report-builder.md,Collect small slices on Power BI paginated report pie chart - Power BI,33.0,> 365 days,2023-04-24,2023-04-24
powerbi-docs/paginated-reports/report-design/nested-data-regions-report-builder.md,Nested data regions in a Power BI paginated report - Power BI,33.0,> 365 days,2023-09-11,2023-09-11
powerbi-docs/paginated-reports/report-design/commonly-used-filters-report-builder-and-service.md,Commonly used filters in a Power BI paginated report - Power BI,33.0,> 365 days,2023-01-18,2023-01-18
powerbi-docs/paginated-reports/expressions/built-in-collections-report-group-variables-references-report-builder.md,Report and group variables collections references in a Power BI paginated report - Power BI,33.0,> 365 days,2023-04-25,2023-04-25
powerbi-docs/paginated-reports/report-data/set-no-data-message-data-region-report-builder.md,Set a No Data message for a data region (Power BI Report Builder) - Power BI,32.0,> 365 days,2023-09-11,2023-09-11
powerbi-docs/paginated-reports/report-design/visualizations/position-labels-chart-report-builder.md,Position labels in Power BI paginated report charts - Power BI,31.0,> 365 days,2023-03-17,2023-03-17
powerbi-docs/paginated-reports/report-design/visualizations/add-empty-points-chart-report-builder.md,Add empty points to a chart in Power BI paginated report - Power BI,31.0,> 365 days,2023-04-24,2023-04-24
powerbi-docs/paginated-reports/report-builder/teradata-connection-type-report-builder.md,Teradata connection type for Power BI paginated reports - Power BI,31.0,> 365 days,2023-01-27,2023-01-27
powerbi-docs/paginated-reports/report-design/visualizations/column-charts-report-builder.md,Column charts in Power BI paginated report - Power BI,30.0,> 365 days,2023-04-24,2023-04-24
powerbi-docs/developer/visuals/utils-tooltip.md,Introduction to tooltip utils in Power BI visuals - Power BI,30.0,> 365 days,2024-01-10,2024-01-10
powerbi-docs/paginated-reports/report-design/add-remove-margins-from-chart-report-builder.md,Add or remove margins from a Power BI paginated report chart - Power BI,29.0,> 365 days,2023-09-11,2023-09-11
powerbi-docs/paginated-reports/report-design/display-headers-footers-with-group-report-builder-service.md,Display headers and footers with a group in a paginated report - Power BI,29.0,> 365 days,2023-03-22,2023-03-22
powerbi-docs/developer/visuals/utils-color.md,Introduction to use color utils in Power BI visual - Power BI,29.0,> 365 days,2024-01-13,2024-01-13
powerbi-docs/paginated-reports/report-design/visualizations/chart-effects-add-bevel-emboss-or-texture-report-builder.md,"Add bevel, emboss, and texture styles to a Power BI paginated report chart - Power BI",29.0,> 365 days,2023-04-12,2023-04-12
powerbi-docs/developer/visuals/utils-test.md,Introduction to usage of test utils in Power BI visual - Power BI,28.0,> 365 days,2024-01-12,2024-01-12
powerbi-docs/paginated-reports/report-design/insert-delete-row-report-builder.md,Insert or delete a row in a Power BI paginated report - Power BI,28.0,> 365 days,2023-10-03,2023-10-03
powerbi-docs/paginated-reports/report-design/visualizations/display-data-point-labels-outside-pie-chart-report-builder.md,Display data point labels outside a pie chart in a Power BI paginated report - Power BI,28.0,> 365 days,2023-03-17,2023-03-17
powerbi-docs/paginated-reports/report-design/add-modify-line-report-builder.md,Add and modify a line in a Power BI paginated report - Power BI,27.0,> 365 days,2023-09-07,2023-09-07
powerbi-docs/paginated-reports/report-builder/paginated-use-accessibility-tools.md,Use accessibility tools to create accessible Power BI paginated reports - Power BI,27.0,> 365 days,2023-05-12,2023-05-12
powerbi-docs/developer/visuals/utils-chart.md,Introduction to use chart utils in Power BI visual - Power BI,27.0,> 365 days,2024-01-11,2024-01-11
powerbi-docs/paginated-reports/paginated-localization.md,View localized paginated reports in the Power BI service - Power BI,27.0,> 365 days,2024-10-29,2024-10-29
powerbi-docs/paginated-reports/report-design/visualizations/gauges-report-builder.md,Gauges in a Power BI paginated report - Power BI,26.0,> 365 days,2023-04-12,2023-04-12
powerbi-docs/paginated-reports/report-design/render-report-items-report-builder-service.md,Render report items in Power BI paginated reports - Power BI,26.0,> 365 days,2023-04-17,2023-04-17
powerbi-docs/paginated-reports/report-data/dataset-properties-dialog-box-options-report-builder.md,"Dataset Properties, Options dialog box (Power BI Report Builder) - Power BI",26.0,> 365 days,2023-09-11,2023-09-11
powerbi-docs/paginated-reports/report-design/add-details-group-report-builder.md,Add a details group to a Power BI paginated report - Power BI,26.0,> 365 days,2023-10-03,2023-10-03
powerbi-docs/paginated-reports/expressions/creating-recursive-hierarchy-groups-report-builder.md,Create recursive hierarchy groups in a paginated report - Power BI,24.0,> 365 days,2023-06-16,2023-06-16
powerbi-docs/paginated-reports/report-design/add-delete-group-data-region-report-builder.md,Add or delete a group in a data region in a Power BI paginated report - Power BI,23.0,> 365 days,2023-06-27,2023-06-27
powerbi-docs/paginated-reports/report-design/tablix-data-region-areas-report-builder.md,Tablix data region areas in a Power BI paginated report - Power BI,23.0,> 365 days,2023-10-03,2023-10-03
powerbi-docs/developer/visuals/dynamic-format.md,Power BI custom visual dynamic format API. - Power BI,23.0,> 365 days,2024-05-12,2024-05-12
powerbi-docs/paginated-reports/report-design/align-data-chart-table-matrix-report-builder.md,Align the data in a Power BI paginated report chart in a table or matrix - Power BI,23.0,> 365 days,2023-10-03,2023-10-03
powerbi-docs/paginated-reports/report-design/rectangles-lines-report-builder.md,Rectangles and lines in a Power BI paginated report - Power BI,22.0,> 365 days,2023-09-11,2023-09-11
powerbi-docs/developer/visuals/identity-filter-api.md,The Identity filter API in Power BI custom visuals - Power BI,22.0,> 365 days,2024-06-17,2024-06-17
powerbi-docs/paginated-reports/report-design/visualizations/area-charts-report-builder.md,Area charts in Power BI paginated reports - Power BI,22.0,> 365 days,2023-03-28,2023-03-28
powerbi-docs/paginated-reports/report-design/visualizations/format-scales-gauge-report-builder.md,Format scales on a gauge in Power BI paginated report - Power BI,22.0,> 365 days,2023-04-24,2023-04-24
powerbi-docs/paginated-reports/expressions/built-in-collections-built-in-globals-and-users-references-report-builder.md,Built-in Globals and User references in a paginated report - Power BI,22.0,> 365 days,2023-06-21,2023-06-21
powerbi-docs/paginated-reports/device-info/device-information-settings-for-paginated-reports-rendering-extensions.md,Device information settings for Power BI paginated report rendering extensions - Power BI,21.0,> 365 days,2023-01-05,2023-01-05
powerbi-docs/paginated-reports/report-design/render-data-regions-report-builder-service.md,Render data regions in a Power BI paginated report - Power BI,21.0,> 365 days,2023-04-17,2023-04-17
powerbi-docs/developer/visuals/utils-on-object.md,On object formatting utils in Power BI visuals - Power BI,21.0,> 365 days,2024-02-14,2024-02-14
powerbi-docs/paginated-reports/report-design/add-move-delete-table-matrix-list-report-builder.md,"Add, move, or delete a table, matrix, or list in a Power BI paginated report - Power BI",21.0,> 365 days,2023-10-03,2023-10-03
powerbi-docs/paginated-reports/report-design/visualizations/scatter-charts-report-builder.md,Scatter charts in Power BI paginated report - Power BI,21.0,> 365 days,2023-03-28,2023-03-28
powerbi-docs/paginated-reports/report-design/visualizations/line-charts-report-builder.md,Line charts in Power BI paginated reports - Power BI,21.0,> 365 days,2023-04-24,2023-04-24
powerbi-docs/paginated-reports/report-design/visualizations/highlight-chart-data-by-adding-strip-lines-report-builder.md,Highlight chart data by adding strip lines in Power BI paginated report - Power BI,20.0,> 365 days,2023-04-24,2023-04-24
powerbi-docs/paginated-reports/report-design/visualizations/display-series-with-multiple-data-ranges-chart.md,Display a series with multiple data ranges on Power BI paginated report chart - Power BI,20.0,> 365 days,2023-04-23,2023-04-23
powerbi-docs/paginated-reports/report-builder/add-custom-locations-map-report-builder.md,Add custom locations to a map in a Power BI paginated report - Power BI,20.0,> 365 days,2023-02-17,2023-02-17
powerbi-docs/paginated-reports/report-design/visualizations/include-indicators-gauges-gauge-panel-report-builder.md,Include indicators and gauges in a gauge panel in Power BI paginated reports - Power BI,19.0,> 365 days,2023-03-28,2023-03-28
powerbi-docs/paginated-reports/report-design/hide-page-header-footer-first-last-page-report-builder-service.md,Hide page header or footer on first or last page of a paginated report - Power BI,18.0,> 365 days,2023-03-22,2023-03-22
powerbi-docs/paginated-reports/report-design/visualizations/formatting-pointers-gauge-report-builder.md,Format pointers on a gauge in Power BI paginated report - Power BI,17.0,> 365 days,2023-03-10,2023-03-10
powerbi-docs/paginated-reports/device-info/excel-device-information-settings.md,Excel device information settings for Power BI paginated reports - Power BI,17.0,> 365 days,2023-01-05,2023-01-05
powerbi-docs/paginated-reports/report-design/add-delete-group-in-chart-report-builder.md,Add or delete a group in a Power BI paginated report chart - Power BI,17.0,> 365 days,2023-09-07,2023-09-07
powerbi-docs/paginated-reports/report-design/add-data-tablix-data-region-report-builder.md,Add data to a tablix data region in a Power BI paginated report - Power BI,17.0,> 365 days,2023-10-03,2023-10-03
powerbi-docs/paginated-reports/report-design/visualizations/plot-data-secondary-axis-report-builder.md,Plot data on a secondary axis in Power BI paginated report - Power BI,16.0,> 365 days,2023-03-30,2023-03-30
powerbi-docs/paginated-reports/expressions/built-in-collections-dataset-fields-collection-references-report-builder.md,Dataset Fields collection references in a paginated report - Power BI,16.0,> 365 days,2023-06-21,2023-06-21
powerbi-docs/paginated-reports/report-design/visualizations/vary-polygon-line-point-display-by-rules-analytical-data.md,"Vary polygon, line, and point display in Power BI paginated reports - Power BI",16.0,> 365 days,2023-03-28,2023-03-28
powerbi-docs/paginated-reports/report-design/visualizations/troubleshoot-charts-report-builder.md,Troubleshoot charts in Power BI paginated reports - Power BI,16.0,> 365 days,2023-03-28,2023-03-28
powerbi-docs/paginated-reports/report-design/visualizations/shape-charts-report-builder.md,Shape charts in Power BI paginated report - Power BI,15.0,> 365 days,2023-03-10,2023-03-10
powerbi-docs/paginated-reports/report-design/explore-flexibility-tablix-data-region-report-builder.md,Explore the flexibility of a tablix data region in a Power BI paginated report - Power BI,15.0,> 365 days,2023-10-03,2023-10-03
powerbi-docs/paginated-reports/device-info/image-device-information-settings.md,Image device information settings for Power BI paginated reports - Power BI,15.0,> 365 days,2023-01-05,2023-01-05
powerbi-docs/paginated-reports/report-builder/paginated-accessible-structure-type-overwrite.md,Improve accessibility in Power BI paginated reports with StructureTypeOverwrite - Power BI,15.0,> 365 days,2023-10-11,2023-10-11
powerbi-docs/paginated-reports/device-info/pdf-device-information-settings.md,PDF device information settings for Power BI paginated reports - Power BI,14.0,> 365 days,2023-06-28,2023-06-28
powerbi-docs/paginated-reports/report-design/visualizations/chart-types-report-builder.md,Chart types in a Power BI paginated report - Power BI,14.0,> 365 days,2023-04-12,2023-04-12
powerbi-docs/paginated-reports/report-design/visualizations/formatting-ranges-gauge-report-builder.md,Format ranges on a gauge in Power BI paginated reports - Power BI,14.0,> 365 days,2023-03-28,2023-03-28
powerbi-docs/paginated-reports/report-design/display-same-data-matrix-chart-report-builder.md,Display the same data on a matrix and a chart in a Power BI paginated report - Power BI,14.0,> 365 days,2023-10-03,2023-10-03
powerbi-docs/paginated-reports/report-design/visualizations/change-chart-type-report-builder.md,Change the chart type in a Power BI paginated report - Power BI,13.0,> 365 days,2023-03-28,2023-03-28
powerbi-docs/paginated-reports/report-builder/plan-map-report-report-builder.md,Plan for adding a map to a Power BI paginated report - Power BI,13.0,> 365 days,2023-02-17,2023-02-17
powerbi-docs/paginated-reports/report-design/interactive-sort-links-report-builder.md,Interactive sort and links in a Power BI paginated report - Power BI,13.0,> 365 days,2023-09-11,2023-09-11
powerbi-docs/paginated-reports/report-builder/troubleshoot-reports-map-reports-report-builder.md,Troubleshoot reports: Map reports in a Power BI paginated report - Power BI,12.0,> 365 days,2023-02-17,2023-02-17
powerbi-docs/paginated-reports/report-design/visualizations/add-gauge-to-report-report-builder.md,Add a gauge to a Power BI paginated report - Power BI,12.0,> 365 days,2023-03-28,2023-03-28
powerbi-docs/paginated-reports/report-design/visualizations/formatting-data-points-on-chart-report-builder.md,Format data points on a Power BI paginated report chart - Power BI,11.0,> 365 days,2023-04-12,2023-04-12
powerbi-docs/paginated-reports/expressions/constants-expressions-report-builder.md,Constants in expressions in paginated reports - Power BI,10.0,> 365 days,2023-06-21,2023-06-21
powerbi-docs/paginated-reports/report-builder/paginated-consume-accessible-reports.md,Use accessibility tools to interact with Power BI paginated reports - Power BI,10.0,> 365 days,2023-05-19,2023-05-19
powerbi-docs/paginated-reports/report-design/interactive-sort-report-builder.md,Interactive sort in a Power BI paginated report - Power BI,9.0,> 365 days,2023-09-11,2023-09-11
powerbi-docs/paginated-reports/report-design/visualizations/add-delete-indicator-report-builder.md,Add or delete an indicator in Power BI paginated report - Power BI,9.0,> 365 days,2023-04-24,2023-04-24
powerbi-docs/paginated-reports/expressions/built-in-collections-datasources-and-datasets-references-report-builder.md,DataSources and DataSets collection references in a paginated report - Power BI,9.0,> 365 days,2023-06-21,2023-06-21
powerbi-docs/paginated-reports/report-design/prepare-data-display-tablix-data-region-report-builder.md,Prepare data for display in a tablix data region in a Power BI paginated report - Power BI,8.0,> 365 days,2023-10-03,2023-10-03
